,age,workclass,education,marital.status,occupation,race,sex,native.country,income,partition
4664,22-23,Local-gov,HS-grad,Never-married,Farming-fishing,White,Male,"Poland,United-States",<=50K,1794
10117,22-23,Local-gov,HS-grad,Never-married,Farming-fishing,White,Male,"Poland,United-States",<=50K,1794
26833,22-23,Local-gov,HS-grad,Never-married,Farming-fishing,White,Male,"Poland,United-States",<=50K,1794
1114,25-34,Local-gov,HS-grad,Never-married,Farming-fishing,"White,Black",Male,United-States,<=50K,1795
4189,25-34,Local-gov,HS-grad,Never-married,Farming-fishing,"White,Black",Male,United-States,<=50K,1795
12367,25-34,Local-gov,HS-grad,Never-married,Farming-fishing,"White,Black",Male,United-States,<=50K,1795
26462,25-34,Local-gov,HS-grad,Never-married,Farming-fishing,"White,Black",Male,United-States,<=50K,1795
11827,20-26,Local-gov,HS-grad,Never-married,Handlers-cleaners,"White,Amer-Indian-Eskimo",Male,United-States,<=50K,1796
13955,20-26,Local-gov,HS-grad,Never-married,Handlers-cleaners,"White,Amer-Indian-Eskimo",Male,United-States,<=50K,1796
20756,20-26,Local-gov,HS-grad,Never-married,Handlers-cleaners,"White,Amer-Indian-Eskimo",Male,United-States,<=50K,1796
13688,23-27,Local-gov,HS-grad,Never-married,Prof-specialty,White,"Female,Male",United-States,<=50K,1797
24309,23-27,Local-gov,HS-grad,Never-married,Prof-specialty,White,"Female,Male",United-States,<=50K,1797
15625,25-34,Local-gov,HS-grad,Never-married,Prof-specialty,Black,Female,United-States,<=50K,1798
22169,25-34,Local-gov,HS-grad,Never-married,Prof-specialty,Black,Female,United-States,<=50K,1798
26100,25-34,Local-gov,HS-grad,Never-married,Prof-specialty,Black,Female,United-States,<=50K,1798
4066,30-35,Local-gov,HS-grad,Married-civ-spouse,Other-service,"Black,Amer-Indian-Eskimo",Male,United-States,<=50K,1799
17197,30-35,Local-gov,HS-grad,Married-civ-spouse,Other-service,"Black,Amer-Indian-Eskimo",Male,United-States,<=50K,1799
19993,30-35,Local-gov,HS-grad,Married-civ-spouse,Other-service,"Black,Amer-Indian-Eskimo",Male,United-States,<=50K,1799
2823,20-35,Local-gov,HS-grad,Married-civ-spouse,Protective-serv,Black,Male,"United-States,Puerto-Rico",>50K,1800
7575,20-35,Local-gov,HS-grad,Married-civ-spouse,Protective-serv,Black,Male,"United-States,Puerto-Rico",<=50K,1800
26316,20-35,Local-gov,HS-grad,Married-civ-spouse,Protective-serv,Black,Male,"United-States,Puerto-Rico",<=50K,1800
3380,27-36,Local-gov,HS-grad,Married-civ-spouse,Transport-moving,White,"Female,Male",United-States,<=50K,1801
8867,27-36,Local-gov,HS-grad,Married-civ-spouse,Transport-moving,White,"Female,Male",United-States,<=50K,1801
19405,27-36,Local-gov,HS-grad,Married-civ-spouse,Transport-moving,White,"Female,Male",United-States,<=50K,1801
21664,27-36,Local-gov,HS-grad,Married-civ-spouse,Transport-moving,White,"Female,Male",United-States,<=50K,1801
25665,27-36,Local-gov,HS-grad,Married-civ-spouse,Transport-moving,White,"Female,Male",United-States,<=50K,1801
26422,27-36,Local-gov,HS-grad,Married-civ-spouse,Transport-moving,White,"Female,Male",United-States,<=50K,1801
28933,27-36,Local-gov,HS-grad,Married-civ-spouse,Transport-moving,White,"Female,Male",United-States,<=50K,1801
15873,29-31,Local-gov,HS-grad,Married-civ-spouse,Transport-moving,Black,Male,United-States,<=50K,1802
30963,29-31,Local-gov,HS-grad,Married-civ-spouse,Transport-moving,Black,Male,United-States,<=50K,1802
12760,30-36,Local-gov,HS-grad,Married-civ-spouse,Adm-clerical,"Black,Asian-Pac-Islander","Male,Female","United-States,China",<=50K,1803
17956,30-36,Local-gov,HS-grad,Married-civ-spouse,Adm-clerical,"Black,Asian-Pac-Islander","Male,Female","United-States,China",>50K,1803
6566,27,Local-gov,HS-grad,Married-civ-spouse,Handlers-cleaners,White,Male,United-States,<=50K,1804
28992,27,Local-gov,HS-grad,Married-civ-spouse,Handlers-cleaners,White,Male,United-States,<=50K,1804
23209,28-30,Local-gov,HS-grad,Married-civ-spouse,Handlers-cleaners,White,Male,United-States,<=50K,1805
31591,28-30,Local-gov,HS-grad,Married-civ-spouse,Handlers-cleaners,White,Male,United-States,<=50K,1805
28782,27,Local-gov,HS-grad,Married-civ-spouse,"Machine-op-inspct,Exec-managerial",White,Male,United-States,<=50K,1806
29479,27,Local-gov,HS-grad,Married-civ-spouse,"Machine-op-inspct,Exec-managerial",White,Male,United-States,>50K,1806
19788,36,Local-gov,HS-grad,Married-civ-spouse,Exec-managerial,White,Male,United-States,>50K,1807
27860,36,Local-gov,HS-grad,Married-civ-spouse,Exec-managerial,White,Male,United-States,<=50K,1807
7340,23-26,Local-gov,HS-grad,Divorced,Adm-clerical,"Amer-Indian-Eskimo,White",Female,"United-States,Cuba",<=50K,1808
13393,23-26,Local-gov,HS-grad,Divorced,Adm-clerical,"Amer-Indian-Eskimo,White",Female,"United-States,Cuba",<=50K,1808
21804,23-26,Local-gov,HS-grad,Divorced,Adm-clerical,"Amer-Indian-Eskimo,White",Female,"United-States,Cuba",<=50K,1808
28274,23-26,Local-gov,HS-grad,Divorced,Adm-clerical,"Amer-Indian-Eskimo,White",Female,"United-States,Cuba",<=50K,1808
5903,24-30,Local-gov,HS-grad,Divorced,Protective-serv,"Black,White",Female,United-States,<=50K,1809
24466,24-30,Local-gov,HS-grad,Divorced,Protective-serv,"Black,White",Female,United-States,<=50K,1809
21274,25-27,Local-gov,Assoc-voc,Never-married,Protective-serv,White,Male,United-States,<=50K,1810
31829,25-27,Local-gov,Assoc-voc,Never-married,Protective-serv,White,Male,United-States,<=50K,1810
1360,29-30,Local-gov,Assoc-voc,Never-married,Protective-serv,White,Male,United-States,>50K,1811
11128,29-30,Local-gov,Assoc-voc,Never-married,Protective-serv,White,Male,United-States,<=50K,1811
24654,33,Local-gov,Assoc-voc,Never-married,Protective-serv,White,Male,United-States,<=50K,1812
29565,33,Local-gov,Assoc-voc,Never-married,Protective-serv,White,Male,United-States,<=50K,1812
11875,36,Local-gov,Assoc-voc,Never-married,Protective-serv,"White,Black","Male,Female",United-States,>50K,1813
26326,36,Local-gov,Assoc-voc,Never-married,Protective-serv,"White,Black","Male,Female",United-States,>50K,1813
1247,21-22,State-gov,Some-college,Never-married,"Sales,Protective-serv",Black,Female,United-States,<=50K,1814
4524,21-22,State-gov,Some-college,Never-married,"Sales,Protective-serv",Black,Female,United-States,<=50K,1814
3464,32-35,State-gov,Some-college,Never-married,Protective-serv,Black,"Female,Male",United-States,<=50K,1815
5474,32-35,State-gov,Some-college,Never-married,Protective-serv,Black,"Female,Male",United-States,<=50K,1815
11848,21-23,State-gov,Some-college,Never-married,Protective-serv,White,Male,United-States,<=50K,1816
17739,21-23,State-gov,Some-college,Never-married,Protective-serv,White,Male,United-States,<=50K,1816
20432,21-23,State-gov,Some-college,Never-married,Protective-serv,White,Male,United-States,<=50K,1816
12343,26-29,State-gov,Some-college,Never-married,Protective-serv,White,Male,United-States,<=50K,1817
20210,26-29,State-gov,Some-college,Never-married,Protective-serv,White,Male,United-States,<=50K,1817
23699,26-29,State-gov,Some-college,Never-married,Protective-serv,White,Male,United-States,<=50K,1817
22881,25-36,State-gov,Some-college,Never-married,Tech-support,Black,"Female,Male",United-States,<=50K,1818
23067,25-36,State-gov,Some-college,Never-married,Tech-support,Black,"Female,Male",United-States,<=50K,1818
29260,25-36,State-gov,Some-college,Never-married,Tech-support,Black,"Female,Male",United-States,<=50K,1818
6687,20,State-gov,Some-college,Never-married,Prof-specialty,White,Female,United-States,<=50K,1819
19600,20,State-gov,Some-college,Never-married,Prof-specialty,White,Female,United-States,<=50K,1819
8975,19-21,State-gov,Some-college,Never-married,Prof-specialty,White,Male,United-States,<=50K,1820
12154,19-21,State-gov,Some-college,Never-married,Prof-specialty,White,Male,United-States,<=50K,1820
18516,19-21,State-gov,Some-college,Never-married,Prof-specialty,White,Male,United-States,<=50K,1820
27704,19-21,State-gov,Some-college,Never-married,Prof-specialty,White,Male,United-States,<=50K,1820
30672,19-21,State-gov,Some-college,Never-married,Prof-specialty,White,Male,United-States,<=50K,1820
31447,19-21,State-gov,Some-college,Never-married,Prof-specialty,White,Male,United-States,<=50K,1820
25883,20-21,State-gov,Some-college,Never-married,Craft-repair,White,Male,United-States,<=50K,1821
28456,20-21,State-gov,Some-college,Never-married,Craft-repair,White,Male,United-States,<=50K,1821
8357,25-31,State-gov,Some-college,Never-married,Craft-repair,White,"Female,Male",United-States,<=50K,1822
22302,25-31,State-gov,Some-college,Never-married,Craft-repair,White,"Female,Male",United-States,<=50K,1822
27016,25-31,State-gov,Some-college,Never-married,Craft-repair,White,"Female,Male",United-States,<=50K,1822
2860,25-36,State-gov,Some-college,Married-civ-spouse,Exec-managerial,White,Female,United-States,>50K,1823
13140,25-36,State-gov,Some-college,Married-civ-spouse,Exec-managerial,White,Female,United-States,<=50K,1823
3331,30-34,State-gov,Some-college,Married-civ-spouse,Prof-specialty,Black,"Male,Female",United-States,>50K,1824
16560,30-34,State-gov,Some-college,Married-civ-spouse,Prof-specialty,Black,"Male,Female",United-States,<=50K,1824
23669,30-34,State-gov,Some-college,Married-civ-spouse,Prof-specialty,Black,"Male,Female",United-States,>50K,1824
17527,23-24,State-gov,Some-college,Married-civ-spouse,Prof-specialty,White,"Female,Male",United-States,<=50K,1825
19511,23-24,State-gov,Some-college,Married-civ-spouse,Prof-specialty,White,"Female,Male",United-States,<=50K,1825
28565,23-24,State-gov,Some-college,Married-civ-spouse,Prof-specialty,White,"Female,Male",United-States,<=50K,1825
8112,20-22,State-gov,Some-college,Married-civ-spouse,Other-service,White,Male,United-States,<=50K,1826
8752,20-22,State-gov,Some-college,Married-civ-spouse,Other-service,White,Male,United-States,<=50K,1826
15584,20-22,State-gov,Some-college,Married-civ-spouse,Other-service,White,Male,United-States,<=50K,1826
3542,25-27,State-gov,Some-college,Married-civ-spouse,"Transport-moving,Other-service",White,"Male,Female",United-States,<=50K,1827
8602,25-27,State-gov,Some-college,Married-civ-spouse,"Transport-moving,Other-service",White,"Male,Female",United-States,<=50K,1827
10625,25-27,State-gov,Some-college,Married-civ-spouse,"Transport-moving,Other-service",White,"Male,Female",United-States,<=50K,1827
8638,22-24,State-gov,Some-college,Married-civ-spouse,Adm-clerical,White,Female,United-States,<=50K,1828
32240,22-24,State-gov,Some-college,Married-civ-spouse,Adm-clerical,White,Female,United-States,<=50K,1828
5459,23-28,State-gov,Some-college,Married-civ-spouse,Adm-clerical,Asian-Pac-Islander,Male,"United-States,Vietnam",<=50K,1829
12458,23-28,State-gov,Some-college,Married-civ-spouse,Adm-clerical,Asian-Pac-Islander,Male,"United-States,Vietnam",<=50K,1829
24454,25,State-gov,Some-college,Married-civ-spouse,Adm-clerical,Black,"Male,Female",United-States,<=50K,1830
26107,25,State-gov,Some-college,Married-civ-spouse,Adm-clerical,Black,"Male,Female",United-States,<=50K,1830
12139,25-26,State-gov,Some-college,Married-civ-spouse,Protective-serv,White,Male,United-States,<=50K,1831
22084,25-26,State-gov,Some-college,Married-civ-spouse,Protective-serv,White,Male,United-States,<=50K,1831
28794,25-26,State-gov,Some-college,Married-civ-spouse,Protective-serv,White,Male,United-States,<=50K,1831
555,30-34,State-gov,HS-grad,Married-civ-spouse,Adm-clerical,White,Male,United-States,<=50K,1832
21488,30-34,State-gov,HS-grad,Married-civ-spouse,Adm-clerical,White,Male,United-States,<=50K,1832
8499,28-31,State-gov,HS-grad,Married-civ-spouse,Adm-clerical,White,Female,United-States,<=50K,1833
22141,28-31,State-gov,HS-grad,Married-civ-spouse,Adm-clerical,White,Female,United-States,<=50K,1833
1189,35,State-gov,HS-grad,Married-civ-spouse,Craft-repair,White,Male,United-States,<=50K,1834
1426,35,State-gov,HS-grad,Married-civ-spouse,Craft-repair,White,Male,United-States,>50K,1834
2735,35,State-gov,HS-grad,Married-civ-spouse,Craft-repair,White,Male,United-States,>50K,1834
6667,35,State-gov,HS-grad,Married-civ-spouse,Craft-repair,White,Male,United-States,<=50K,1834
27574,35,State-gov,HS-grad,Married-civ-spouse,Craft-repair,White,Male,United-States,<=50K,1834
15085,24-27,State-gov,HS-grad,Married-civ-spouse,Tech-support,White,Male,United-States,<=50K,1835
22289,24-27,State-gov,HS-grad,Married-civ-spouse,Tech-support,White,Male,United-States,<=50K,1835
19672,33-34,State-gov,HS-grad,Married-civ-spouse,Tech-support,White,Male,United-States,<=50K,1836
31022,33-34,State-gov,HS-grad,Married-civ-spouse,Tech-support,White,Male,United-States,>50K,1836
16083,24-31,State-gov,HS-grad,Married-civ-spouse,"Farming-fishing,Transport-moving",White,Male,United-States,<=50K,1837
25776,24-31,State-gov,HS-grad,Married-civ-spouse,"Farming-fishing,Transport-moving",White,Male,United-States,>50K,1837
23433,32-34,State-gov,HS-grad,Married-civ-spouse,Transport-moving,"Black,White",Male,United-States,<=50K,1838
25642,32-34,State-gov,HS-grad,Married-civ-spouse,Transport-moving,"Black,White",Male,United-States,>50K,1838
4854,19-35,State-gov,HS-grad,Never-married,Tech-support,White,"Female,Male",United-States,<=50K,1839
10539,19-35,State-gov,HS-grad,Never-married,Tech-support,White,"Female,Male",United-States,<=50K,1839
14392,18-30,State-gov,HS-grad,Never-married,Sales,Black,Female,United-States,<=50K,1840
27857,18-30,State-gov,HS-grad,Never-married,Sales,Black,Female,United-States,<=50K,1840
21724,20-32,State-gov,HS-grad,Never-married,Transport-moving,"Amer-Indian-Eskimo,White",Male,United-States,>50K,1841
25791,20-32,State-gov,HS-grad,Never-married,Transport-moving,"Amer-Indian-Eskimo,White",Male,United-States,<=50K,1841
27528,20-32,State-gov,HS-grad,Never-married,Transport-moving,"Amer-Indian-Eskimo,White",Male,United-States,<=50K,1841
23081,26-34,State-gov,HS-grad,Never-married,"Handlers-cleaners,Craft-repair","Black,White",Male,United-States,<=50K,1842
31318,26-34,State-gov,HS-grad,Never-married,"Handlers-cleaners,Craft-repair","Black,White",Male,United-States,<=50K,1842
5560,26-33,State-gov,HS-grad,Divorced,Adm-clerical,White,"Female,Male",United-States,<=50K,1843
7823,26-33,State-gov,HS-grad,Divorced,Adm-clerical,White,"Female,Male",United-States,<=50K,1843
4591,34-35,State-gov,HS-grad,Divorced,"Transport-moving,Protective-serv",White,Female,United-States,<=50K,1844
24119,34-35,State-gov,HS-grad,Divorced,"Transport-moving,Protective-serv",White,Female,United-States,<=50K,1844
4239,29-30,State-gov,Bachelors,Married-civ-spouse,Prof-specialty,"Asian-Pac-Islander,White",Male,"India,Nicaragua",>50K,1845
5907,29-30,State-gov,Bachelors,Married-civ-spouse,Prof-specialty,"Asian-Pac-Islander,White",Male,"India,Nicaragua",<=50K,1845
12939,25-28,State-gov,Bachelors,Married-civ-spouse,Protective-serv,"Black,White","Female,Male",United-States,<=50K,1846
25897,25-28,State-gov,Bachelors,Married-civ-spouse,Protective-serv,"Black,White","Female,Male",United-States,<=50K,1846
28882,25-28,State-gov,Bachelors,Married-civ-spouse,Protective-serv,"Black,White","Female,Male",United-States,>50K,1846
760,30-36,State-gov,Bachelors,Married-civ-spouse,Protective-serv,White,Male,United-States,>50K,1847
2911,30-36,State-gov,Bachelors,Married-civ-spouse,Protective-serv,White,Male,United-States,>50K,1847
14278,30-36,State-gov,Bachelors,Married-civ-spouse,Protective-serv,White,Male,United-States,>50K,1847
27624,30-36,State-gov,Bachelors,Married-civ-spouse,Protective-serv,White,Male,United-States,>50K,1847
4593,24-35,State-gov,Bachelors,Married-civ-spouse,Exec-managerial,White,Female,United-States,>50K,1848
17711,24-35,State-gov,Bachelors,Married-civ-spouse,Exec-managerial,White,Female,United-States,<=50K,1848
19230,24-35,State-gov,Bachelors,Married-civ-spouse,Exec-managerial,White,Female,United-States,>50K,1848
30685,24-35,State-gov,Bachelors,Married-civ-spouse,Exec-managerial,White,Female,United-States,>50K,1848
3763,26-35,State-gov,Bachelors,Never-married,Exec-managerial,"Asian-Pac-Islander,White",Female,United-States,<=50K,1849
31189,26-35,State-gov,Bachelors,Never-married,Exec-managerial,"Asian-Pac-Islander,White",Female,United-States,<=50K,1849
20007,25-28,State-gov,Bachelors,Never-married,Exec-managerial,White,Male,United-States,<=50K,1850
26408,25-28,State-gov,Bachelors,Never-married,Exec-managerial,White,Male,United-States,<=50K,1850
4835,22-23,State-gov,Bachelors,Never-married,Tech-support,White,Female,United-States,<=50K,1851
16113,22-23,State-gov,Bachelors,Never-married,Tech-support,White,Female,United-States,<=50K,1851
3879,24-25,State-gov,Bachelors,Never-married,"Other-service,Tech-support",White,Female,United-States,<=50K,1852
29599,24-25,State-gov,Bachelors,Never-married,"Other-service,Tech-support",White,Female,United-States,<=50K,1852
11770,33-36,State-gov,Masters,Never-married,Prof-specialty,White,Male,United-States,<=50K,1853
18429,33-36,State-gov,Masters,Never-married,Prof-specialty,White,Male,United-States,<=50K,1853
20997,33-36,State-gov,Masters,Never-married,Prof-specialty,White,Male,United-States,<=50K,1853
30011,33-36,State-gov,Masters,Never-married,Prof-specialty,White,Male,United-States,<=50K,1853
8215,24-29,State-gov,Masters,"Married-spouse-absent,Never-married",Prof-specialty,Asian-Pac-Islander,Female,"China,Taiwan",<=50K,1854
25152,24-29,State-gov,Masters,"Married-spouse-absent,Never-married",Prof-specialty,Asian-Pac-Islander,Female,"China,Taiwan",<=50K,1854
8563,24-33,State-gov,Masters,Never-married,Prof-specialty,Asian-Pac-Islander,Male,"Japan,China,India",<=50K,1855
11256,24-33,State-gov,Masters,Never-married,Prof-specialty,Asian-Pac-Islander,Male,"Japan,China,India",<=50K,1855
22255,24-33,State-gov,Masters,Never-married,Prof-specialty,Asian-Pac-Islander,Male,"Japan,China,India",<=50K,1855
7215,23-25,State-gov,Assoc-acdm,Never-married,Adm-clerical,White,Female,United-States,<=50K,1856
30535,23-25,State-gov,Assoc-acdm,Never-married,Adm-clerical,White,Female,United-States,<=50K,1856
3581,27-31,State-gov,Assoc-acdm,Never-married,Adm-clerical,White,Female,"United-States,Germany",<=50K,1857
21777,27-31,State-gov,Assoc-acdm,Never-married,Adm-clerical,White,Female,"United-States,Germany",<=50K,1857
15878,22-23,Federal-gov,Bachelors,Never-married,Prof-specialty,White,Male,United-States,<=50K,1858
18074,22-23,Federal-gov,Bachelors,Never-married,Prof-specialty,White,Male,United-States,<=50K,1858
23182,22-23,Federal-gov,Bachelors,Never-married,Prof-specialty,White,Male,United-States,<=50K,1858
14694,23-28,Federal-gov,Bachelors,Never-married,Prof-specialty,White,Female,United-States,<=50K,1859
19491,23-28,Federal-gov,Bachelors,Never-married,Prof-specialty,White,Female,United-States,<=50K,1859
22936,23-28,Federal-gov,Bachelors,Never-married,Prof-specialty,White,Female,United-States,<=50K,1859
5849,27-31,Federal-gov,Bachelors,Never-married,Exec-managerial,Black,"Male,Female",United-States,<=50K,1860
8887,27-31,Federal-gov,Bachelors,Never-married,Exec-managerial,Black,"Male,Female",United-States,<=50K,1860
